method,representation_state,task,target,metric,value,note
diagnostic_programme_only_seed42,rna_biology,calibra,,effective_rank,30.3290322739212,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,unadjusted_top_cca,0.947589560479636,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,adjusted_top_cca,0.9107464319376075,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,detection_floor,0.5,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,transmission_floor,0.01,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,attenuation_slope,0.9729176354430586,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,null_reference_p90,0.24185272327687565,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,observed_above_floor,0.0,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,baseline_recovered_median,0.13070649752089147,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,baseline_is_null_like,1.0,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,baseline_null_scale,0.059643207936565815,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,observed_matched_direction,-0.05903580519460243,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,permutation_null_median,0.15411200442442174,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,permutation_null_p95,0.17392685966027932,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,excess_over_null_median,0.7566344275131858,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,permutation_p,0.0004997501249375312,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra,,heldout_top_cca,0.9038716380010684,n_draws=40;k=16
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0,recovered_median,0.02106146059881548,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.01,recovered_median,0.029328750185465248,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.02,recovered_median,0.037592509916383576,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.03,recovered_median,0.04585352564040153,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.05,recovered_median,0.06237046876038142,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.075,recovered_median,0.08481141902905115,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.1,recovered_median,0.10904741479895302,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.15,recovered_median,0.16019618395542007,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.2,recovered_median,0.21122926785102164,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.3,recovered_median,0.31286781627281746,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.4,recovered_median,0.4058529958683781,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.5,recovered_median,0.5024649499516947,spike_recovery_curve
diagnostic_programme_only_seed42,rna_biology,calibra_recovery,r_true=0.6,recovered_median,0.6000282903943706,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra,,effective_rank,32.05939849533399,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,unadjusted_top_cca,0.7917243079861013,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,adjusted_top_cca,0.5256744047394771,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,detection_floor,0.2,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,transmission_floor,0.01,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,attenuation_slope,1.1031695770797223,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,null_reference_p90,0.14249166251569956,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,observed_above_floor,0.0,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,baseline_recovered_median,0.06537736276997994,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,baseline_is_null_like,1.0,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,baseline_null_scale,0.059643207936565815,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,observed_matched_direction,-0.03160108712708399,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,permutation_null_median,0.15238093603556507,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,permutation_null_p95,0.17096456654073497,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,excess_over_null_median,0.37329346870391206,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,permutation_p,0.0004997501249375312,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra,,heldout_top_cca,0.4748091201769874,n_draws=40;k=16
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0,recovered_median,-0.01261491225511616,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.01,recovered_median,-0.0003394335992227171,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.02,recovered_median,0.012722594828051957,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.03,recovered_median,0.025785783481407414,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.05,recovered_median,0.05190452100964036,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.075,recovered_median,0.08209285490465214,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.1,recovered_median,0.1118534166912523,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.15,recovered_median,0.1712336260783441,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.2,recovered_median,0.22256963845985622,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.3,recovered_median,0.3320425060853761,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.4,recovered_median,0.4395795183228227,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.5,recovered_median,0.5487109930860605,spike_recovery_curve
diagnostic_programme_only_seed42,wsi_biology,calibra_recovery,r_true=0.6,recovered_median,0.6469952765126862,spike_recovery_curve
